# This is the header for the file
0.3108639327 , 0.0249084478
0.0298392760 , 0.5266234138
0.3341831404 , 0.2579014616
0.6236194523 , 0.7633996227
0.5809663772 , 0.0714971865
0.0862698419 , 0.9160512117
0.7851386149 , 0.2928338591
0.2092006583 , 0.2114708287
0.8203409435 , 0.4686642401
0.7983580475 , 0.4014570392
0.3197596651 , 0.4435832482
0.5028347426 , 0.3003284794
0.6501580051 , 0.6946782682
0.2439084700 , 0.0785916457
0.6406695569 , 0.5545040561
0.3458348764 , 0.6937233055
0.4425950987 , 0.4871129143
0.4041990741 , 0.3703923547
0.9845844498 , 0.7418503913
0.7017482419 , 0.2022437367
0.4630097554 , 0.4712829455
0.7653425482 , 0.9349331117
0.3328324268 , 0.3828051594
0.4909511667 , 0.2746330493
0.7667276983 , 0.7089492429
0.1645485249 , 0.1698687431
0.5747305015 , 0.7437651797
0.4030013774 , 0.6204511104
0.6457056710 , 0.7859757181
0.8008505316 , 0.6163014821
0.5006072237 , 0.3090583326
0.6705531017 , 0.0516323541
0.5805623642 , 0.9151365560
0.6788049663 , 0.8570639365
0.5662132988 , 0.2079043660
0.6784760198 , 0.8735889394
0.2382553319 , 0.3729248731
0.5649402875 , 0.0774147874
0.0897164239 , 0.2741308409
0.0378581671 , 0.3016754594
0.9833651638 , 0.1268241109
0.5116607357 , 0.9841766328
0.9830642946 , 0.8943327931
0.2368939587 , 0.3636300408
0.0394874438 , 0.2957432391
0.8047009663 , 0.7668249514
0.5405517830 , 0.1856659436
0.2245132344 , 0.7524230642
0.0382373206 , 0.1688228206
0.4058074287 , 0.6003829725
0.9143425642 , 0.5611108678
0.6023529992 , 0.9641060103
0.5736204807 , 0.3682819307
0.8355167013 , 0.2463196248
0.6940108228 , 0.5602939026
0.7085267896 , 0.2929118220
0.3140726147 , 0.1062162485
0.3205280274 , 0.5770196495
0.4335500167 , 0.6652791216
0.6215633607 , 0.8068109511
0.2079213567 , 0.8793136880
0.3742765061 , 0.6856249019
0.1140447210 , 0.8243258162
0.3933492141 , 0.4814208729
0.8045207074 , 0.4792223392
0.8379382999 , 0.6893899176
0.1909207289 , 0.6083569089
0.7464554755 , 0.5759725704
0.8293606919 , 0.6873267306
0.8813654606 , 0.6550492577
0.6169657221 , 0.0657623847
0.0481873799 , 0.7654663095
0.2568764847 , 0.3210232492
0.8264171593 , 0.2461986892
0.4776252457 , 0.6552130292
0.4382727820 , 0.6749517000
0.6011528599 , 0.4124823225
0.9733609928 , 0.8008046871
0.0929268921 , 0.4955930946
0.0040222979 , 0.4302605380
0.9155211962 , 0.5159209944
0.0376739647 , 0.6256776898
0.9380090679 , 0.3195873419
0.0369895095 , 0.2122758256
0.7394975424 , 0.2577726667
0.8221038952 , 0.8612197945
0.5890407726 , 0.6772289385
0.8905408779 , 0.3061967660
0.0058212472 , 0.5634988561
0.1716086944 , 0.5174351878
0.2123030047 , 0.2097349378
0.7256659068 , 0.2370495049
0.4182773276 , 0.6097734511
0.9619736942 , 0.9652508203
0.3553404039 , 0.0327329519
0.3132743201 , 0.9856323647
0.3597001033 , 0.8766888725
0.9107757966 , 0.2609319780
0.1555495294 , 0.5414675920
0.2051159684 , 0.1786581608
